model,dataset,line_type,k,pass_at_k,n_cliff_tokens,n_success,n_failure
Qwen3-8B,gsm1k,del_success,1,0.734375,9,2,7
Qwen3-8B,gsm1k,del_success,2,0.9236111111111112,9,2,7
Qwen3-8B,gsm1k,del_success,4,0.9927719964241646,9,2,7
Qwen3-8B,gsm1k,del_success,8,0.9999445932359932,9,2,7
Qwen3-8B,gsm1k,del_success,16,0.9999999997490855,9,2,7
Qwen3-8B,gsm1k,del_success,32,1.0,9,2,7
Qwen3-8B,gsm1k,del_success,64,1.0,9,2,7
Qwen3-8B,gsm1k,del_failure,1,0.41517857142857145,9,2,7
Qwen3-8B,gsm1k,del_failure,2,0.6502267573696147,9,2,7
Qwen3-8B,gsm1k,del_failure,4,0.8639588437172858,9,2,7
Qwen3-8B,gsm1k,del_failure,8,0.9717774328567034,9,2,7
Qwen3-8B,gsm1k,del_failure,16,0.9982677321939614,9,2,7
Qwen3-8B,gsm1k,del_failure,32,0.9999985739881311,9,2,7
Qwen3-8B,gsm1k,del_failure,64,1.0,9,2,7
Qwen3-8B,gsm1k,keep_success,1,0.6953125,9,2,7
Qwen3-8B,gsm1k,keep_success,2,0.8777281746031746,9,2,7
Qwen3-8B,gsm1k,keep_success,4,0.9751839855455667,9,2,7
Qwen3-8B,gsm1k,keep_success,8,0.9991088532234885,9,2,7
Qwen3-8B,gsm1k,keep_success,16,0.9999996924016137,9,2,7
Qwen3-8B,gsm1k,keep_success,32,1.0,9,2,7
Qwen3-8B,gsm1k,keep_success,64,1.0,9,2,7
Qwen3-8B,gsm1k,keep_failure,1,0.2611607142857143,9,2,7
Qwen3-8B,gsm1k,keep_failure,2,0.41695011337868476,9,2,7
Qwen3-8B,gsm1k,keep_failure,4,0.571001602650579,9,2,7
Qwen3-8B,gsm1k,keep_failure,8,0.6659551333458318,9,2,7
Qwen3-8B,gsm1k,keep_failure,16,0.705393721319304,9,2,7
Qwen3-8B,gsm1k,keep_failure,32,0.7141402152618882,9,2,7
Qwen3-8B,gsm1k,keep_failure,64,0.7142857142857143,9,2,7
Qwen3-8B,math500,del_success,1,0.6865808823529411,78,17,61
Qwen3-8B,math500,del_success,2,0.8834617180205413,78,17,61
Qwen3-8B,math500,del_success,4,0.9776705632014836,78,17,61
Qwen3-8B,math500,del_success,8,0.9988347734343873,78,17,61
Qwen3-8B,math500,del_success,16,0.9999977943401965,78,17,61
Qwen3-8B,math500,del_success,32,0.9999999999999858,78,17,61
Qwen3-8B,math500,del_success,64,1.0,78,17,61
Qwen3-8B,math500,del_failure,1,0.47156762295081966,78,17,61
Qwen3-8B,math500,del_failure,2,0.6974856882643768,78,17,61
Qwen3-8B,math500,del_failure,4,0.8839396917317786,78,17,61
Qwen3-8B,math500,del_failure,8,0.97599143201196,78,17,61
Qwen3-8B,math500,del_failure,16,0.9981733004723897,78,17,61
Qwen3-8B,math500,del_failure,32,0.9999912086853113,78,17,61
Qwen3-8B,math500,del_failure,64,1.0,78,17,61
Qwen3-8B,math500,keep_success,1,0.578125,78,17,61
Qwen3-8B,math500,keep_success,2,0.7945845004668532,78,17,61
Qwen3-8B,math500,keep_success,4,0.9302657472296163,78,17,61
Qwen3-8B,math500,keep_success,8,0.9831512377420054,78,17,61
Qwen3-8B,math500,keep_success,16,0.9981142037042963,78,17,61
Qwen3-8B,math500,keep_success,32,0.9999897908875944,78,17,61
Qwen3-8B,math500,keep_success,64,1.0,78,17,61
Qwen3-8B,math500,keep_failure,1,0.41623975409836067,78,17,61
Qwen3-8B,math500,keep_failure,2,0.6276915820973199,78,17,61
Qwen3-8B,math500,keep_failure,4,0.8149817627027406,78,17,61
Qwen3-8B,math500,keep_failure,8,0.9164205597336808,78,17,61
Qwen3-8B,math500,keep_failure,16,0.9447711400721199,78,17,61
Qwen3-8B,math500,keep_failure,32,0.9503463227667974,78,17,61
Qwen3-8B,math500,keep_failure,64,0.9508196721311475,78,17,61
Qwen3-8B,aime25,del_success,1,0.51953125,9,4,5
Qwen3-8B,aime25,del_success,2,0.748387896825397,9,4,5
Qwen3-8B,aime25,del_success,4,0.9144597057490368,9,4,5
Qwen3-8B,aime25,del_success,8,0.9846864260336873,9,4,5
Qwen3-8B,aime25,del_success,16,0.9994925013033952,9,4,5
Qwen3-8B,aime25,del_success,32,0.9999999672767674,9,4,5
Qwen3-8B,aime25,del_success,64,1.0,9,4,5
Qwen3-8B,aime25,del_failure,1,0.271875,9,4,5
Qwen3-8B,aime25,del_failure,2,0.4712301587301588,9,4,5
Qwen3-8B,aime25,del_failure,4,0.7235148951172219,9,4,5
Qwen3-8B,aime25,del_failure,8,0.9273570684627886,9,4,5
Qwen3-8B,aime25,del_failure,16,0.9959716551773795,9,4,5
Qwen3-8B,aime25,del_failure,32,0.9999976753178557,9,4,5
Qwen3-8B,aime25,del_failure,64,1.0,9,4,5
Qwen3-8B,aime25,keep_success,1,0.546875,9,4,5
Qwen3-8B,aime25,keep_success,2,0.7531001984126984,9,4,5
Qwen3-8B,aime25,keep_success,4,0.8948358924479363,9,4,5
Qwen3-8B,aime25,keep_success,8,0.969317505626464,9,4,5
Qwen3-8B,aime25,keep_success,16,0.9974802641422182,9,4,5
Qwen3-8B,aime25,keep_success,32,0.9999975372024628,9,4,5
Qwen3-8B,aime25,keep_success,64,1.0,9,4,5
Qwen3-8B,aime25,keep_failure,1,0.1,9,4,5
Qwen3-8B,aime25,keep_failure,2,0.1802579365079365,9,4,5
Qwen3-8B,aime25,keep_failure,4,0.29699390597063785,9,4,5
Qwen3-8B,aime25,keep_failure,8,0.4263987176902063,9,4,5
Qwen3-8B,aime25,keep_failure,16,0.5342349112765324,9,4,5
Qwen3-8B,aime25,keep_failure,32,0.650788116181283,9,4,5
Qwen3-8B,aime25,keep_failure,64,0.8,9,4,5
Qwen3-4B,gsm1k,del_success,1,0.5859375,14,6,8
Qwen3-4B,gsm1k,del_success,2,0.7936507936507936,14,6,8
Qwen3-4B,gsm1k,del_success,4,0.9367600182149363,14,6,8
Qwen3-4B,gsm1k,del_success,8,0.9920258936576332,14,6,8
Qwen3-4B,gsm1k,del_success,16,0.99985633487639,14,6,8
Qwen3-4B,gsm1k,del_success,32,0.9999999980819227,14,6,8
Qwen3-4B,gsm1k,del_success,64,1.0,14,6,8
Qwen3-4B,gsm1k,del_failure,1,0.408203125,14,6,8
Qwen3-4B,gsm1k,del_failure,2,0.6394469246031746,14,6,8
Qwen3-4B,gsm1k,del_failure,4,0.8533470732290801,14,6,8
Qwen3-4B,gsm1k,del_failure,8,0.9669268479984184,14,6,8
Qwen3-4B,gsm1k,del_failure,16,0.9971671009890998,14,6,8
Qwen3-4B,gsm1k,del_failure,32,0.9999914043018534,14,6,8
Qwen3-4B,gsm1k,del_failure,64,1.0,14,6,8
Qwen3-4B,gsm1k,keep_success,1,0.5703125,14,6,8
Qwen3-4B,gsm1k,keep_success,2,0.7770337301587302,14,6,8
Qwen3-4B,gsm1k,keep_success,4,0.9165344614842236,14,6,8
Qwen3-4B,gsm1k,keep_success,8,0.9790280733360978,14,6,8
Qwen3-4B,gsm1k,keep_success,16,0.9983199975729357,14,6,8
Qwen3-4B,gsm1k,keep_success,32,0.9999983581349752,14,6,8
Qwen3-4B,gsm1k,keep_success,64,1.0,14,6,8
Qwen3-4B,gsm1k,keep_failure,1,0.248046875,14,6,8
Qwen3-4B,gsm1k,keep_failure,2,0.3957713293650794,14,6,8
Qwen3-4B,gsm1k,keep_failure,4,0.5484640197300495,14,6,8
Qwen3-4B,gsm1k,keep_failure,8,0.6588787011798335,14,6,8
Qwen3-4B,gsm1k,keep_failure,16,0.73321101886991,14,6,8
Qwen3-4B,gsm1k,keep_failure,32,0.8134887580342361,14,6,8
Qwen3-4B,gsm1k,keep_failure,64,0.875,14,6,8
Qwen3-4B,math500,del_success,1,0.6779513888888888,49,18,31
Qwen3-4B,math500,del_success,2,0.8617724867724869,49,18,31
Qwen3-4B,math500,del_success,4,0.9646073960755346,49,18,31
Qwen3-4B,math500,del_success,8,0.996451237790967,49,18,31
Qwen3-4B,math500,del_success,16,0.9999613997106547,49,18,31
Qwen3-4B,math500,del_success,32,0.9999999998232961,49,18,31
Qwen3-4B,math500,del_success,64,1.0,49,18,31
Qwen3-4B,math500,del_failure,1,0.4944556451612903,49,18,31
Qwen3-4B,math500,del_failure,2,0.7069412442396313,49,18,31
Qwen3-4B,math500,del_failure,4,0.8731792848491642,49,18,31
Qwen3-4B,math500,del_failure,8,0.9641363573798848,49,18,31
Qwen3-4B,math500,del_failure,16,0.9953390940088311,49,18,31
Qwen3-4B,math500,del_failure,32,0.9999168318059523,49,18,31
Qwen3-4B,math500,del_failure,64,1.0,49,18,31
Qwen3-4B,math500,keep_success,1,0.6024305555555556,49,18,31
Qwen3-4B,math500,keep_success,2,0.8079254850088182,49,18,31
Qwen3-4B,math500,keep_success,4,0.9326677781694968,49,18,31
Qwen3-4B,math500,keep_success,8,0.9827321595605297,49,18,31
Qwen3-4B,math500,keep_success,16,0.9975585824361259,49,18,31
Qwen3-4B,math500,keep_success,32,0.9999763388971981,49,18,31
Qwen3-4B,math500,keep_success,64,1.0,49,18,31
Qwen3-4B,math500,keep_failure,1,0.36743951612903225,49,18,31
Qwen3-4B,math500,keep_failure,2,0.551427291346646,49,18,31
Qwen3-4B,math500,keep_failure,4,0.7115407813387206,49,18,31
Qwen3-4B,math500,keep_failure,8,0.808275505757628,49,18,31
Qwen3-4B,math500,keep_failure,16,0.8597577822557136,49,18,31
Qwen3-4B,math500,keep_failure,32,0.8856959348138648,49,18,31
Qwen3-4B,math500,keep_failure,64,0.9032258064516129,49,18,31
Qwen3-4B,aime25,del_success,1,0.5859375,9,2,7
Qwen3-4B,aime25,del_success,2,0.814484126984127,9,2,7
Qwen3-4B,aime25,del_success,4,0.9563880285059555,9,2,7
Qwen3-4B,aime25,del_success,8,0.9973363424048192,9,2,7
Qwen3-4B,aime25,del_success,16,0.9999958447233972,9,2,7
Qwen3-4B,aime25,del_success,32,0.9999999999999982,9,2,7
Qwen3-4B,aime25,del_success,64,1.0,9,2,7
Qwen3-4B,aime25,del_failure,1,0.46875,9,2,7
Qwen3-4B,aime25,del_failure,2,0.6724773242630385,9,2,7
Qwen3-4B,aime25,del_failure,4,0.8472715368537684,9,2,7
Qwen3-4B,aime25,del_failure,8,0.9550468180144792,9,2,7
Qwen3-4B,aime25,del_failure,16,0.9949748209402752,9,2,7
Qwen3-4B,aime25,del_failure,32,0.9999750364702837,9,2,7
Qwen3-4B,aime25,del_failure,64,1.0,9,2,7
Qwen3-4B,aime25,keep_success,1,0.234375,9,2,7
Qwen3-4B,aime25,keep_success,2,0.4164186507936508,9,2,7
Qwen3-4B,aime25,keep_success,4,0.6656467981163909,9,2,7
Qwen3-4B,aime25,keep_success,8,0.8967246399547537,9,2,7
Qwen3-4B,aime25,keep_success,16,0.9926528732968796,9,2,7
Qwen3-4B,aime25,keep_success,32,0.999994459208153,9,2,7
Qwen3-4B,aime25,keep_success,64,1.0,9,2,7
Qwen3-4B,aime25,keep_failure,1,0.34375,9,2,7
Qwen3-4B,aime25,keep_failure,2,0.536281179138322,9,2,7
Qwen3-4B,aime25,keep_failure,4,0.7132611241217798,9,2,7
Qwen3-4B,aime25,keep_failure,8,0.8131836184610314,9,2,7
Qwen3-4B,aime25,keep_failure,16,0.8506813629568424,9,2,7
Qwen3-4B,aime25,keep_failure,32,0.8570819957774087,9,2,7
Qwen3-4B,aime25,keep_failure,64,0.8571428571428571,9,2,7
Qwen3-0.6B,gsm1k,del_success,1,0.5424107142857143,48,7,41
Qwen3-0.6B,gsm1k,del_success,2,0.7386621315192744,48,7,41
Qwen3-0.6B,gsm1k,del_success,4,0.8806519963881906,48,7,41
Qwen3-0.6B,gsm1k,del_success,8,0.9571269417992131,48,7,41
Qwen3-0.6B,gsm1k,del_success,16,0.9912856276481418,48,7,41
Qwen3-0.6B,gsm1k,del_success,32,0.9998545066659431,48,7,41
Qwen3-0.6B,gsm1k,del_success,64,1.0,48,7,41
Qwen3-0.6B,gsm1k,del_failure,1,0.5160060975609756,48,7,41
Qwen3-0.6B,gsm1k,del_failure,2,0.7318887921022068,48,7,41
Qwen3-0.6B,gsm1k,del_failure,4,0.901202153547183,48,7,41
Qwen3-0.6B,gsm1k,del_failure,8,0.9820157890047347,48,7,41
Qwen3-0.6B,gsm1k,del_failure,16,0.999251820939494,48,7,41
Qwen3-0.6B,gsm1k,del_failure,32,0.9999997527821305,48,7,41
Qwen3-0.6B,gsm1k,del_failure,64,1.0,48,7,41
Qwen3-0.6B,gsm1k,keep_success,1,0.4955357142857143,48,7,41
Qwen3-0.6B,gsm1k,keep_success,2,0.6370464852607709,48,7,41
Qwen3-0.6B,gsm1k,keep_success,4,0.7215525025451746,48,7,41
Qwen3-0.6B,gsm1k,keep_success,8,0.7613115443492265,48,7,41
Qwen3-0.6B,gsm1k,keep_success,16,0.7978378031960054,48,7,41
Qwen3-0.6B,gsm1k,keep_success,32,0.8401360544217686,48,7,41
Qwen3-0.6B,gsm1k,keep_success,64,0.8571428571428571,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,1,0.27972560975609756,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,2,0.43153552071234985,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,4,0.5880385556990722,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,8,0.717593926609003,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,16,0.8034898303591396,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,32,0.8466015455980153,48,7,41
Qwen3-0.6B,gsm1k,keep_failure,64,0.8780487804878049,48,7,41
Qwen3-0.6B,math500,del_success,1,0.5282738095238095,72,21,51
Qwen3-0.6B,math500,del_success,2,0.7425831443688585,72,21,51
Qwen3-0.6B,math500,del_success,4,0.9058355097723911,72,21,51
Qwen3-0.6B,math500,del_success,8,0.9823039545171677,72,21,51
Qwen3-0.6B,math500,del_success,16,0.9992709856533901,72,21,51
Qwen3-0.6B,math500,del_success,32,0.9999998238923353,72,21,51
Qwen3-0.6B,math500,del_success,64,1.0,72,21,51
Qwen3-0.6B,math500,del_failure,1,0.4730392156862745,72,21,51
Qwen3-0.6B,math500,del_failure,2,0.686293962029256,72,21,51
Qwen3-0.6B,math500,del_failure,4,0.8615653735493849,72,21,51
Qwen3-0.6B,math500,del_failure,8,0.9562703027038166,72,21,51
Qwen3-0.6B,math500,del_failure,16,0.9918320718381919,72,21,51
Qwen3-0.6B,math500,del_failure,32,0.9997462113569549,72,21,51
Qwen3-0.6B,math500,del_failure,64,1.0,72,21,51
Qwen3-0.6B,math500,keep_success,1,0.47842261904761907,72,21,51
Qwen3-0.6B,math500,keep_success,2,0.6950821995464851,72,21,51
Qwen3-0.6B,math500,keep_success,4,0.8735907856885041,72,21,51
Qwen3-0.6B,math500,keep_success,8,0.9647956673237342,72,21,51
Qwen3-0.6B,math500,keep_success,16,0.9943040457759603,72,21,51
Qwen3-0.6B,math500,keep_success,32,0.9998785719142537,72,21,51
Qwen3-0.6B,math500,keep_success,64,1.0,72,21,51
Qwen3-0.6B,math500,keep_failure,1,0.37254901960784315,72,21,51
Qwen3-0.6B,math500,keep_failure,2,0.5564795362589482,72,21,51
Qwen3-0.6B,math500,keep_failure,4,0.715890291424167,72,21,51
Qwen3-0.6B,math500,keep_failure,8,0.8051952807554618,72,21,51
Qwen3-0.6B,math500,keep_failure,16,0.8425206541779027,72,21,51
Qwen3-0.6B,math500,keep_failure,32,0.857325371937804,72,21,51
Qwen3-0.6B,math500,keep_failure,64,0.8627450980392157,72,21,51
Qwen3-0.6B,aime25,del_success,1,0.5364583333333334,4,3,1
Qwen3-0.6B,aime25,del_success,2,0.7791005291005292,4,3,1
Qwen3-0.6B,aime25,del_success,4,0.9470916958357467,4,3,1
Qwen3-0.6B,aime25,del_success,8,0.9969136467203049,4,3,1
Qwen3-0.6B,aime25,del_success,16,0.9999946035231982,4,3,1
Qwen3-0.6B,aime25,del_success,32,0.9999999999999893,4,3,1
Qwen3-0.6B,aime25,del_success,64,1.0,4,3,1
Qwen3-0.6B,aime25,del_failure,1,0.34375,4,3,1
Qwen3-0.6B,aime25,del_failure,2,0.5729166666666667,4,3,1
Qwen3-0.6B,aime25,del_failure,4,0.8238365943945003,4,3,1
Qwen3-0.6B,aime25,del_failure,8,0.9733335347446964,4,3,1
Qwen3-0.6B,aime25,del_failure,16,0.9996591595898531,4,3,1
Qwen3-0.6B,aime25,del_failure,32,0.9999999991970842,4,3,1
Qwen3-0.6B,aime25,del_failure,64,1.0,4,3,1
Qwen3-0.6B,aime25,keep_success,1,0.453125,4,3,1
Qwen3-0.6B,aime25,keep_success,2,0.6898148148148149,4,3,1
Qwen3-0.6B,aime25,keep_success,4,0.8933513384200852,4,3,1
Qwen3-0.6B,aime25,keep_success,8,0.9869572277128711,4,3,1
Qwen3-0.6B,aime25,keep_success,16,0.9998867818938714,4,3,1
Qwen3-0.6B,aime25,keep_success,32,0.9999999999222885,4,3,1
Qwen3-0.6B,aime25,keep_success,64,1.0,4,3,1
Qwen3-0.6B,aime25,keep_failure,1,0.390625,4,3,1
Qwen3-0.6B,aime25,keep_failure,2,0.6324404761904762,4,3,1
Qwen3-0.6B,aime25,keep_failure,4,0.870547518319861,4,3,1
Qwen3-0.6B,aime25,keep_failure,8,0.9860999888425317,4,3,1
Qwen3-0.6B,aime25,keep_failure,16,0.9999228061788866,4,3,1
Qwen3-0.6B,aime25,keep_failure,32,0.9999999999916072,4,3,1
Qwen3-0.6B,aime25,keep_failure,64,1.0,4,3,1
Llama-3.1-8B-Instruct,gsm1k,del_success,1,0.6222098214285714,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,2,0.8116850907029478,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,4,0.9330993998604201,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,8,0.9831828328513035,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,16,0.9975475513667169,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,32,0.9999634998882047,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_success,64,1.0,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,1,0.5719866071428571,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,2,0.7554917800453513,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,4,0.89210910435036,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,8,0.9689563196749502,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,16,0.9961059432085733,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,32,0.9999570484286663,56,28,28
Llama-3.1-8B-Instruct,gsm1k,del_failure,64,1.0,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,1,0.44642857142857145,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,2,0.6508467970521542,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,4,0.8183418727088931,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,8,0.9105623998311748,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,16,0.9494123339979247,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,32,0.9622401798147429,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_success,64,0.9642857142857143,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,1,0.25948660714285715,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,2,0.39641794217687076,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,4,0.5275288063400929,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,8,0.6265762489388049,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,16,0.6939256266082202,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,32,0.7399734342790312,56,28,28
Llama-3.1-8B-Instruct,gsm1k,keep_failure,64,0.7857142857142857,56,28,28
Llama-3.1-8B-Instruct,math500,del_success,1,0.6174242424242424,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,2,0.8165434102934105,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,4,0.9453321078122768,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,8,0.9931269443252307,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,16,0.9998662607331081,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,32,0.999999994706617,77,33,44
Llama-3.1-8B-Instruct,math500,del_success,64,1.0,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,1,0.5372869318181818,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,2,0.7421424062049062,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,4,0.8958379118677903,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,8,0.9716693666306941,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,16,0.9938600218236608,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,32,0.9993957493281869,77,33,44
Llama-3.1-8B-Instruct,math500,del_failure,64,1.0,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,1,0.4602272727272727,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,2,0.6635852573352572,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,4,0.8248198823621878,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,8,0.9102950317197924,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,16,0.9474832627546974,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,32,0.9655537520777466,77,33,44
Llama-3.1-8B-Instruct,math500,keep_success,64,0.9696969696969697,77,33,44
Llama-3.1-8B-Instruct,math500,keep_failure,1,0.2528409090909091,77,33,44
Llama-3.1-8B-Instruct,math500,keep_failure,2,0.3962617243867244,77,33,44
Llama-3.1-8B-Instruct,math500,keep_failure,4,0.5449249735589635,77,33,44
